Date,Identifiant,Genre,Annee_diplome,Type_formation,Filiere,Situation_actuelle,Nature_contrat,Region,Pays,Pays_etranger,Anciennete,Secteur,Nom_entreprise,Taille_entreprise,Departement,Intitule_poste,Secteur_activite,Salaire_annuel_brut,Salaire_annuel_brut_primes,Responsabilite_hierarchique,Responsabilite_budget,Responsabilite_equipe,Responsabilite_projet,Satisfaction_relations,Satisfaction_salaire,Satisfaction_autonomie,Satisfaction_localisation,Satisfaction_globale
2023-01-20 17:59:19,1783551790135920.0,Homme,2020,Professionalisation,IG,Activite,CDI,,Etranger,Danemark,27.0,Prive,Sweep SAS,50_249,"Developpement durable, RSE (Responsabilite Societale des Entreprises)",Senior Full Stack Engineer,Industrie des technologies de l'Information et de la Communication (TIC),52000.0,52000.0,NON,NON,OUI,OUI,5.0,5.0,5.0,3.0,5.0
2023-01-20 16:56:59,1776106946044280.0,Homme,2022,Initiale,IG,Activite,CDI,,Etranger,Canada,3.0,Prive,Ursa Marketing,10_19,Pole Intelligence Artificielle,Data Scientist,Autres secteurs ,66858.0,68796.0,NON,OUI,NON,OUI,,,,,5.0
2023-01-20 16:43:28,1782592876897250.0,Femme,2022,Initiale,IG,Activite,CDI,Occitanie,France,,4.0,Prive,Wefight,50_249,Produit,Product Owner,Sante humaine et action sociale,35000.0,38500.0,NON,NON,OUI,OUI,5.0,3.0,5.0,5.0,5.0
2023-01-20 14:21:38,1888522643587690.0,Homme,2021,Initiale,MEA,Activite,CDI,Occitanie,France,,5.0,Prive,SA,250_4999,Commercial(e) (dont ingenieur(e) d'affaire) ,Ingenieur Commercial,Activites informatiques et services d'information (TIC services),31000.0,36000.0,NON,NON,NON,OUI,5.0,4.0,5.0,5.0,5.0
2023-01-20 14:19:41,1776695363650310.0,Homme,2022,Apprentissage,MSI,Etudes,,,,,,,,,,,,,,,,,,,,,,
2023-01-20 13:35:34,1876330727903050.0,Homme,2021,Initiale,MEA,Activite,CDI,Occitanie,France,,17.0,Prive,CS Group,250_4999,Etudes et developpement en systemes d'information ,Ingenieur d'etudes developpeur,Activites informatiques et services d'information (TIC services),37000.0,37000.0,NON,NON,NON,NON,5.0,3.0,5.0,4.0,4.0
2023-01-20 13:20:09,1798487221646170.0,Homme,2020,Initiale,STE,Activite,CDD,Occitanie,France,,1.0,Public,SIAE Orb et Gravezon ,_10,Direction generale ,Directeur technique,"Production et distribution d'eau assainissement, gestion des dechets et depollution",38000.0,38000.0,OUI,OUI,OUI,OUI,3.0,5.0,5.0,5.0,5.0
2023-01-20 10:38:59,1883036901428170.0,Femme,2022,Professionalisation,GBA,Activite,CDI,Auvergne-Rhone-Alpes,France,,4.0,Prive,ICIetLa,20_49,"Qualite, hygiene, securite, environnement, normalisation, certification",Chargee de mission qualite et assistante RSE,Industrie agroalimentaire ,28000.0,28000.0,NON,NON,NON,OUI,5.0,3.0,5.0,5.0,5.0
2023-01-20 09:38:24,1782328943040360.0,Femme,2020,Initiale,MI,These,,,,,,,,,,,,,,,,,,,,,,
2023-01-20 09:10:32,1857534014208740.0,Femme,2020,Initiale,GBA,Activite,CDI,Auvergne-Rhone-Alpes,France,,24.0,Prive,Pastacorp Traiteur,50_249,"Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique)",Ingenieure RetD,Industrie agroalimentaire ,36000.0,39000.0,OUI,NON,NON,OUI,4.0,4.0,5.0,5.0,3.0
2023-01-20 07:51:42,1768549872300660.0,Homme,2022,Apprentissage,EGC,Activite,CDI,Occitanie,France,,5.0,Prive,Razel-Bec,5000_,Production - Exploitation ,Ingenieur travaux,"Construction, BTP",39000.0,46000.0,OUI,OUI,OUI,OUI,5.0,4.0,4.0,5.0,5.0
2023-01-20 06:55:35,1798487177185630.0,Homme,2022,Initiale,GBA,Activite,CDI,,Etranger,Suisse,5.0,Prive,Sarl,10_19,Recherche experimentale ,,Industrie agroalimentaire ,54000.0,54000.0,OUI,NON,NON,OUI,5.0,3.0,4.0,3.0,4.0
2023-01-20 06:52:48,1789139065168940.0,Homme,2021,Professionalisation,MEA,These,,,,,,,,,,,,,,,,,,,,,,
2023-01-20 06:50:44,1888409895389830.0,Femme,2021,Initiale,STE,Activite,CDI,Occitanie,France,,14.0,Prive,Gaxieu,50_249,Direction technique,Ingenieure d'etudes ,"Societes de conseil ou d'ingenieurie, bureaux d'etudes independants",,,NON,NON,NON,NON,5.0,3.0,4.0,3.0,3.0
2023-01-20 00:33:18,1757617753913660.0,Homme,2022,Professionalisation,IG,Activite,CDI,Occitanie,France,,5.0,Prive,Atlantide,_10,Informatique industrielle et technique ,"CTO, developpeur",Activites informatiques et services d'information (TIC services),31200.0,31200.0,OUI,NON,OUI,OUI,5.0,3.0,5.0,5.0,5.0
2023-01-19 23:55:21,1767473237269350.0,Homme,2021,Initiale,MEA,Activite,CDI,ile-de-France,France,,15.0,Prive,Deloitte,5000_,Audit ,Cybersecurity Consultant,"Societes de conseil ou d'ingenieurie, bureaux d'etudes independants",,,NON,NON,NON,OUI,5.0,5.0,4.0,,4.0
2023-01-19 20:58:23,1782592418482250.0,Femme,2020,Initiale,STE,Activite,CDD,Collectivites d'Outre-Mer (COM),France,,30.0,Public,SPCPF,20_49,Assistance a maitrise d'ouvrage,Chef de projet eau potable,"Administration d'etat, Collectivites territoriales, Hospitaliere",36000.0,36000.0,OUI,NON,OUI,OUI,5.0,3.0,4.0,5.0,4.0
2023-01-19 20:02:26,1876551296220380.0,Homme,2020,Initiale,MEA,Activite,CDI,Bretagne,France,,29.0,Prive,Alcatel-Lucent Enterprise International,250_4999,"Reseaux, intranet, internet, telecommunications ",Developpeur logiciel ,Telecommunications,39200.0,41000.0,OUI,NON,NON,NON,4.0,4.0,5.0,5.0,4.0
2023-01-19 19:56:05,1775947055237320.0,Homme,2021,Initiale,MI,En creation d'entreprise /reprise d'entreprise,,,,,,,,,,,,,,,,,,,,,,
2023-01-19 19:43:14,1783101099779430.0,Homme,2022,Initiale,STE,Activite,CDI,ile-de-France,France,,5.0,Prive,Suez consulting,250_4999,Etudes - Conseil et expertise (autre qu'informatique),Ingenieur de projet,"Societes de conseil ou d'ingenieurie, bureaux d'etudes independants",36500.0,36500.0,NON,NON,NON,NON,5.0,4.0,4.0,4.0,4.0
2023-01-19 19:00:35,1775570466040350.0,Homme,2021,Initiale,MAT,Activite,CDI,Auvergne-Rhone-Alpes,France,,1.0,Prive,SA,10_19,"Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique)",Charge d'etudes ,Transports (Services),35400.0,41000.0,NON,NON,NON,OUI,5.0,4.0,5.0,3.0,5.0
2023-01-19 18:50:48,1789357184454100.0,Homme,2020,Initiale,MEA,Activite,CDI,Grand Est,France,,2.0,Prive,Service,50_249,Informatique industrielle et technique ,,Industrie des technologies de l'Information et de la Communication (TIC),31000.0,31000.0,NON,NON,NON,NON,4.0,4.0,5.0,4.0,5.0
2023-01-19 18:44:43,1776166911374250.0,Femme,2022,Initiale,GBA,Etudes,,,,,,,,,,,,,,,,,,,,,,
2023-01-19 18:05:23,1776167133160430.0,Femme,2022,Initiale,MI,Activite,Contrat saisonnier ,Auvergne-Rhone-Alpes,France,,1.0,Prive,Le 1947,_10,Service,,Hebergement et restauration,,,NON,NON,NON,NON,5.0,4.0,5.0,5.0,5.0
2023-01-19 17:54:36,1788410609982070.0,Homme,2021,Initiale,STE,Activite,CDI,Occitanie,France,,1.0,Prive,SARL,_10,Etudes - Conseil et expertise (autre qu'informatique),Ingenieur etudes,"Societes de conseil ou d'ingenieurie, bureaux d'etudes independants",34000.0,37000.0,OUI,NON,NON,OUI,4.0,4.0,5.0,5.0,5.0
2023-01-19 17:15:55,1798761075835810.0,Femme,2021,Initiale,GBA,Activite,CDI,Grand Est,France,,2.0,Prive,GAGGENAU INDUSTRIE,250_4999,"Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique)",Ingenieure laboratoire,Autres secteurs ,35400.0,42000.0,NON,NON,NON,NON,5.0,5.0,5.0,5.0,4.0
2023-01-19 16:22:31,1768183406796480.0,Homme,2022,Professionalisation,MI,Activite,CDI,Occitanie,France,,4.0,Prive,Airbus Operations SAS,5000_,"Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique)",Ingenieur en performances vehicules ,"Industrie automobile, aeronautique, navale, ferroviaire",36000.0,38000.0,NON,NON,NON,NON,3.0,4.0,3.0,4.0,4.0
2023-01-19 16:17:34,1789751535733900.0,Femme,2020,Initiale,STE,These,,,,,,,,,,,,,,,,,,,,,,
2023-01-19 16:17:18,1775640549596370.0,Homme,2021,Professionalisation,MAT,Activite,CDI,Normandie,France,,19.0,Public,SA,5000_,Ingenierie ,Ingenieur Composant Chaudronnerie ,"energie (Production et distribution d'electricite, de gaz, de vapeur et d'air conditionne)",43000.0,52000.0,NON,OUI,OUI,OUI,5.0,5.0,4.0,0.0,4.0
2023-01-19 16:09:31,1794579190451830.0,Homme,2022,Initiale,MAT,Activite,CDI,Auvergne-Rhone-Alpes,France,,3.0,Prive,Segula Technologies,5000_,"Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique)",Ingenieur MAT / ACV,"Societes de conseil ou d'ingenieurie, bureaux d'etudes independants",33600.0,33600.0,NON,NON,NON,NON,5.0,4.0,5.0,4.0,4.0
2023-01-19 15:32:07,1876091309975850.0,Femme,2022,Initiale,IG,Etudes,,,,,,,,,,,,,,,,,,,,,,
2023-01-19 15:10:16,1783049615896570.0,Femme,2021,Professionalisation,MAT,Activite,CDI,Occitanie,France,,11.0,Prive,CAPGEMINI,5000_,"Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique)","Consultante en MAT, chimie et procedes ","Societes de conseil ou d'ingenieurie, bureaux d'etudes independants",33000.0,33500.0,NON,NON,NON,OUI,5.0,3.0,4.0,5.0,3.0
2023-01-19 15:05:49,1776166836913320.0,Homme,2022,Professionalisation,MAT,Etudes,,,,,,,,,,,,,,,,,,,,,,
2023-01-19 14:43:38,1798527231366880.0,Homme,2021,Apprentissage,EGC,Activite,CDI,Nouvelle-Aquitaine,France,,18.0,Prive,Soprema Entreprises,250_4999,"Methodes, controle de production, maintenance",Conducteur de Travaux ,"Construction, BTP",42500.0,50000.0,OUI,OUI,OUI,OUI,4.0,4.0,4.0,5.0,4.0
2023-01-19 14:23:51,1888742096649890.0,Homme,2022,Initiale,GBA,Recherche,,,,,,,,,,,,,,,,,,,,,,
2023-01-19 14:00:14,1868316549230050.0,Homme,2022,Apprentissage,MSI,Volontariat,,,,,,,,,,,,,,,,,,,,,,
2023-01-19 13:44:25,1783483805311170.0,Homme,2021,Initiale,MAT,Activite,CDI,,France,,3.0,Prive,Alten,5000_,"Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique)",Ingenieur d'etude,Autres secteurs ,,,,,,,3.0,3.0,4.0,,2.0
2023-01-19 12:47:42,1976052134751140.0,Homme,2020,Initiale,MEA,Activite,CDI,,Etranger,Allemagne,,Prive,Bertrandt,5000_,Informatique industrielle et technique ,Embedded software engineer ,"Industrie automobile, aeronautique, navale, ferroviaire",60000.0,65000.0,NON,NON,NON,NON,4.0,3.0,3.0,4.0,5.0
2023-01-19 12:32:27,1789638170068160.0,Homme,2020,Initiale,IG,Activite,CDI,Occitanie,France,,22.0,Prive,Urbasolar,250_4999,Exploitation / maintenance informatique ,Product Owner,"energie (Production et distribution d'electricite, de gaz, de vapeur et d'air conditionne)",37500.0,37500.0,NON,NON,OUI,OUI,5.0,4.0,4.0,5.0,4.0
2023-01-19 11:54:06,1788742306650610.0,Homme,2022,Initiale,MAT,Activite,CDI,Auvergne-Rhone-Alpes,France,,,Prive,Solutec Lyon,250_4999,,,"Activites juridiques, comptables, de gestion, d'architecture, d'ingenierie, de controle et d'analyses techniques",,,,,,,,,,,
2023-01-19 11:53:47,1767827855676410.0,Homme,2022,Apprentissage,SE,Activite,CDI,Auvergne-Rhone-Alpes,France,,4.0,Prive,SAS,5000_,Informatique industrielle et technique ,Firmware Design Engineer,"energie (Production et distribution d'electricite, de gaz, de vapeur et d'air conditionne)",40000.0,42000.0,NON,NON,NON,NON,5.0,5.0,5.0,5.0,5.0
2023-01-19 11:20:25,1793840397556590.0,Femme,2022,Initiale,MAT,Activite,CDD,Auvergne-Rhone-Alpes,France,,1.0,Prive,GE Grid Solutions,250_4999,"Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique)",Ingenieure eco-conception,"energie (Production et distribution d'electricite, de gaz, de vapeur et d'air conditionne)",33000.0,37000.0,NON,NON,NON,OUI,5.0,3.0,4.0,5.0,5.0
2023-01-19 11:10:47,1783165012690460.0,Ne souhaite pas repondre,2020,Initiale,MI,These,,,,,,,,,,,,,,,,,,,,,,
2023-01-19 11:02:24,1857533978883780.0,Femme,2022,Initiale,MAT,Etudes,,,,,,,,,,,,,,,,,,,,,,
2023-01-19 10:15:45,1789078960272400.0,Femme,2020,Initiale,IG,Activite,CDI,Occitanie,France,,,Prive,Cogitis ,250_4999,Informatique industrielle et technique ,Cheffe de projet integration,"Administration d'etat, Collectivites territoriales, Hospitaliere",35000.0,35000.0,OUI,OUI,OUI,OUI,3.0,2.0,4.0,5.0,3.0
2023-01-19 10:10:22,1767473228213790.0,Homme,2022,Initiale,MEA,Etudes,,,,,,,,,,,,,,,,,,,,,,
2023-01-19 10:08:37,1788410896396740.0,Homme,2022,Apprentissage,SE,Activite,CDI,Occitanie,France,,4.0,Prive,EDGEFLEX,20_49,"Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique)",Ingenieur en systemes embarques,Metallurgie et fabrication de produits metalliques a l'exception des machines et des equipements,38000.0,38000.0,NON,NON,NON,OUI,4.0,3.0,5.0,5.0,4.0
2023-01-19 09:54:04,1767833422188670.0,Homme,2022,Initiale,MAT,Activite,CDI,Occitanie,France,,5.0,Public,Colas France,250_4999,Commercial(e) (dont ingenieur(e) d'affaire) ,Ingenieur etude de prix,"Construction, BTP",36000.0,40000.0,NON,OUI,NON,OUI,4.0,4.0,4.0,5.0,4.0
2023-01-19 09:44:22,1789246007837330.0,Femme,2020,Initiale,MEA,Etudes,,,,,,,,,,,,,,,,,,,,,,
2023-01-19 09:04:02,1882337736145760.0,Femme,2020,Professionalisation,GBA,Activite,CDI,ile-de-France,France,,13.0,Prive,Wavestone societe cote en bourse,250_4999,Etudes et developpement en systemes d'information ,Chef de projet IT,Activites informatiques et services d'information (TIC services),43000.0,45000.0,OUI,NON,OUI,OUI,4.0,3.0,3.0,0.0,4.0
2023-01-19 01:10:53,1788459985751940.0,Homme,2022,Professionalisation,GBA,Activite,CDI,Pays de la Loire,France,,6.0,Prive,Aubret SAS,250_4999,Etudes et developpement en systemes d'information ,Assistant chef de projet,Industrie agroalimentaire ,36000.0,36000.0,OUI,NON,OUI,OUI,5.0,4.0,5.0,4.0,5.0
2023-01-18 22:58:01,1782921218646700.0,Homme,2021,Initiale,MEA,Activite,CDI,Provence-Alpes-Cote d'Azur,France,,16.0,Prive,Axians Mobile Mediterranee (Graniou Azur),50_249,"Reseaux, intranet, internet, telecommunications ",Ingenieur Responsable projets ,Telecommunications,35608.0,38504.0,OUI,NON,NON,OUI,5.0,3.0,4.0,4.0,4.0
2023-01-18 22:55:04,1756544615604770.0,Homme,2022,Initiale,MEA,These,,,,,,,,,,,,,,,,,,,,,,
2023-01-18 22:53:30,1975597509816360.0,Homme,2021,Initiale,IG,Activite,CDI,ile-de-France,France,,16.0,Prive,Phenix SAS,50_249,Informatique industrielle et technique ,Developpeur Full Stack ,Sante humaine et action sociale,43000.0,46000.0,NON,NON,NON,OUI,5.0,5.0,5.0,5.0,4.0
2023-01-18 22:38:50,1768549780066770.0,Homme,2020,Apprentissage,EGC,Activite,CDI,Centre-Val de Loire,France,,26.0,Prive,Eurovia,50_249,Production - Exploitation ,Ingenieur travaux ,"Construction, BTP",35400.0,39500.0,OUI,OUI,OUI,OUI,5.0,3.0,4.0,3.0,4.0
2023-01-18 22:35:48,1789078909530480.0,Femme,2021,Professionalisation,GBA,Activite,CDI,Provence-Alpes-Cote d'Azur,France,,16.0,Prive,Sartorius ,5000_,"Qualite, hygiene, securite, environnement, normalisation, certification",Customer Quality Change Notification Specialist ,Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits mineraux non metalliques,37000.0,38000.0,NON,NON,NON,NON,5.0,3.0,4.0,5.0,5.0
2023-01-18 22:15:29,1789364788575610.0,Homme,2020,Initiale,MEA,Activite,CDI,Occitanie,France,,25.0,Prive,SARL,_10,Informatique industrielle et technique ,Interieur systeme embarque,Telecommunications,43000.0,48000.0,NON,NON,OUI,OUI,5.0,4.0,4.0,5.0,4.0
2023-01-18 22:12:15,1776166906953760.0,Homme,2020,Professionalisation,MI,Activite,CDI,Hauts-de-France,France,,12.0,Prive,Prodigyus,10_19,"Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique)",,"Societes de conseil ou d'ingenieurie, bureaux d'etudes independants",35000.0,38000.0,NON,OUI,OUI,OUI,5.0,3.0,4.0,5.0,5.0
2023-01-18 22:09:20,1788913169958950.0,Homme,2021,Initiale,IG,Activite,CDI,,Etranger,Royaume-Uni,21.0,Prive,Fintech,50_249,Etudes et developpement en systemes d'information ,Software engineer ,Activites financieres et d'assurance,75000.0,75000.0,OUI,NON,OUI,OUI,,,,,5.0
2023-01-18 22:05:28,1802846057005370.0,Homme,2021,Initiale,IG,Activite,CDI,Occitanie,France,,16.0,Prive,Sasu,250_4999,Etudes et developpement en systemes d'information ,Ingenieur Devops,Industrie des technologies de l'Information et de la Communication (TIC),34200.0,34200.0,NON,NON,NON,NON,5.0,3.0,4.0,5.0,4.0
2023-01-18 22:00:45,1767189060166700.0,Femme,2021,Initiale,GBA,Activite,CDI,Provence-Alpes-Cote d'Azur,France,,24.0,Prive,Ateliers bio de Provence ,20_49,"Qualite, hygiene, securite, environnement, normalisation, certification",Responsable QHSE,Industrie agroalimentaire ,32580.0,36295.0,OUI,OUI,OUI,OUI,4.0,3.0,5.0,5.0,3.0
2023-01-18 20:58:23,1767472951669570.0,Homme,2020,Apprentissage,EGC,Activite,,,Etranger,Tahiti,4.0,Prive,Hugo Bernut,0,Autre services ou departements,"Maitre d'etoelig,uvre d'execution et OPC","Construction, BTP",55000.0,55000.0,OUI,OUI,NON,OUI,4.0,4.0,5.0,5.0,4.0
2023-01-18 20:54:22,1776167130842340.0,Femme,2021,Professionalisation,GBA,Activite,CDI,Auvergne-Rhone-Alpes,France,,1.0,Prive,Maison Malartre ,10_19,"Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique)",Responsable qualite et RetD,Industrie agroalimentaire ,32000.0,34666.0,NON,OUI,NON,OUI,4.0,3.0,5.0,4.0,4.0
2023-01-18 20:39:26,1789743997323920.0,Homme,2022,Initiale,MAT,Activite,CDIC,ile-de-France,France,,4.0,Prive,SAS,20_49,Commercial(e) (dont ingenieur(e) d'affaire) ,Ingenieur d'Affaires,Activites informatiques et services d'information (TIC services),33000.0,45000.0,NON,OUI,NON,OUI,4.0,4.0,4.0,5.0,4.0
2023-01-18 20:31:27,1788410725619240.0,Homme,2022,Professionalisation,MEA,Activite,CDI,Occitanie,France,,4.0,Prive,JRI,50_249,Informatique industrielle et technique ,Ingenieurs developpement logiciel embarque ,Metallurgie et fabrication de produits metalliques a l'exception des machines et des equipements,38000.0,43000.0,NON,NON,NON,OUI,5.0,4.0,4.0,4.0,4.0
2023-01-18 20:14:16,1789137001183450.0,Femme,2022,Initiale,GBA,Activite,CDI,Auvergne-Rhone-Alpes,France,,5.0,Association / ONG,Association ,20_49,"Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique)",Ingenieur charge d'etudes ,Industrie agroalimentaire ,29000.0,33000.0,OUI,OUI,OUI,OUI,4.0,3.0,5.0,5.0,4.0
2023-01-18 20:10:44,1894438782667770.0,Femme,2021,Initiale,GBA,Etudes,,,,,,,,,,,,,,,,,,,,,,
2023-01-18 19:56:26,1767188229918950.0,Femme,2022,Professionalisation,MAT,Activite,CDD,Occitanie,France,,5.0,Prive,Enercoop ,20_49,Etudes - Conseil et expertise (autre qu'informatique),Cheffe de projet d'energies renouvelables ,"energie (Production et distribution d'electricite, de gaz, de vapeur et d'air conditionne)",30000.0,30000.0,NON,OUI,OUI,OUI,5.0,3.0,5.0,5.0,5.0
2023-01-18 19:40:56,1775713679955950.0,Femme,2022,Professionalisation,MI,Activite,CDI,Occitanie,France,,5.0,Prive,Sas,10_19,Maitrise d'ouvrage ,Charge d'affaire maitrise d'oeuvre,"Construction, BTP",33000.0,38000.0,NON,OUI,NON,OUI,4.0,3.0,4.0,5.0,4.0
2023-01-18 19:19:46,1793741197713120.0,Homme,2021,Apprentissage,EGC,Activite,CDI,Occitanie,France,,4.0,Prive,SA,5000_,Etudes - Conseil et expertise (autre qu'informatique),Ingenieur d'etudes en hydraulique fluviale ,"Societes de conseil ou d'ingenieurie, bureaux d'etudes independants",34000.0,34000.0,NON,OUI,NON,OUI,5.0,4.0,3.0,5.0,4.0
2023-01-18 19:17:22,1802766299273050.0,Homme,2022,Initiale,MAT,Activite,CDI,Occitanie,France,,1.0,Prive,Colas France Territoire Ouest Direction Regionale Midi-Pyrenees ,5000_,Etudes - Conseil et expertise (autre qu'informatique),Ingenieur Bureau d'Ettude en tour de region ,"Construction, BTP",36000.0,44200.0,NON,NON,NON,NON,5.0,5.0,3.0,4.0,4.0
2023-01-18 19:05:51,1799416649983310.0,Homme,2020,Apprentissage,EGC,Activite,CDI,Provence-Alpes-Cote d'Azur,France,,28.0,Prive,Vinci construction Terrassement,250_4999,Production - Exploitation ,Ingenieur travaux,"Construction, BTP",42000.0,45000.0,OUI,OUI,OUI,OUI,,,,,4.0
2023-01-26 14:28:46,1782459883226080.0,Femme,2020,Initiale,MAT,Activite,CDI,Centre-Val de Loire,France,,20.0,Prive,Hutchinson CRI,5000_,"Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique)",Ingenieur Developpement MAT ,Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits mineraux non metalliques,40000.0,40000.0,NON,OUI,NON,OUI,5.0,4.0,4.0,3.0,4.0
2023-01-18 19:02:56,1798760222288890.0,Homme,2022,Initiale,IG,Activite,CDI,Occitanie,France,,5.0,Prive,Capgemini ,5000_,Etudes et developpement en systemes d'information ,Ingenieur logiciel ,Activites informatiques et services d'information (TIC services),34500.0,34500.0,NON,NON,NON,NON,4.0,3.0,4.0,5.0,3.0
2023-01-18 18:54:42,1798491269165880.0,Homme,2021,Initiale,MEA,Activite,CDI,Occitanie,France,,12.0,Prive,EDF Renouvelable ,250_4999,Informatique industrielle et technique ,Ingenieur automatisme,"energie (Production et distribution d'electricite, de gaz, de vapeur et d'air conditionne)",39000.0,42000.0,NON,NON,NON,NON,5.0,5.0,5.0,5.0,5.0
2023-01-18 18:46:56,1793744650738840.0,Homme,2022,Initiale,MEA,Etudes,,,,,,,,,,,,,,,,,,,,,,
2023-01-18 18:41:12,1789078797803930.0,Homme,2022,Apprentissage,SE,Activite,CDI,Nouvelle-Aquitaine,France,,3.0,Prive,Thales,5000_,Perennisation moyens de tests,Ingenieur systemes moyens de tests,"Industrie automobile, aeronautique, navale, ferroviaire",41400.0,48000.0,NON,OUI,NON,OUI,5.0,5.0,5.0,5.0,5.0
2023-01-18 18:23:49,1882921164844020.0,Homme,2020,Apprentissage,EGC,Activite,Contrat d'expatriation,,Etranger,Cote d'ivoire,26.0,Prive,Cabinet Merlin,250_4999,Etudes - Conseil et expertise (autre qu'informatique),Ingenieur hydraulique et genie-civil,"Production et distribution d'eau assainissement, gestion des dechets et depollution",36000.0,48000.0,NON,NON,NON,NON,4.0,3.0,2.0,4.0,3.0
2023-01-18 18:12:59,1782655337605590.0,Femme,2022,Initiale,STE,Etudes,,,,,,,,,,,,,,,,,,,,,,
2023-01-18 18:12:20,1793840296895820.0,Homme,2021,Initiale,MEA,Activite,CDI,Occitanie,France,,18.0,Prive,Informatique ,20_49,Informatique industrielle et technique ,Ingenieur recherche et developpement ,Industrie des technologies de l'Information et de la Communication (TIC),31000.0,33000.0,NON,NON,NON,OUI,5.0,2.0,3.0,4.0,2.0
2023-01-18 18:08:35,1968183327278620.0,Homme,2022,Initiale,STE,Recherche,,,,,,,,,,,,,,,,,,,,,,
2023-01-18 18:08:33,1783100908156800.0,Femme,2020,Professionalisation,GBA,Activite,CDI,Auvergne-Rhone-Alpes,France,,22.0,Prive,JDE,250_4999,Production - Exploitation ,Ingenieur production,Industrie agroalimentaire ,37300.0,41500.0,NON,NON,NON,OUI,5.0,2.0,5.0,0.0,5.0
2023-01-18 18:07:18,1776091810146820.0,Femme,2022,Initiale,EGC,Activite,CDI,Auvergne-Rhone-Alpes,France,,4.0,Prive,Sade,5000_,Etudes - Conseil et expertise (autre qu'informatique),Ingenieur etude de prix,"Construction, BTP",38000.0,43000.0,NON,NON,NON,OUI,5.0,5.0,5.0,3.0,5.0
2023-01-18 18:03:07,1789139128282450.0,Homme,2021,Initiale,MEA,These,,,,,,,,,,,,,,,,,,,,,,
2023-01-18 18:01:24,1978758525912570.0,Femme,2022,Professionalisation,GBA,Activite,CDI,Occitanie,France,,3.0,Prive,Societe des Eaux Minerales de Luchon,20_49,"Qualite, hygiene, securite, environnement, normalisation, certification",Responsable QHSE,Industrie agroalimentaire ,34200.0,34200.0,OUI,NON,NON,OUI,5.0,4.0,5.0,4.0,5.0
2023-01-18 17:56:38,1783165019000650.0,Femme,2022,Professionalisation,STE,Activite,CDD,Normandie,France,,4.0,Prive,Profish technology,_10,Etudes - Conseil et expertise (autre qu'informatique),Ingenieur de projet,"Societes de conseil ou d'ingenieurie, bureaux d'etudes independants",27000.0,28250.0,NON,NON,OUI,OUI,5.0,4.0,4.0,5.0,5.0
2023-01-18 17:50:09,1893744552359340.0,Homme,2022,Initiale,STE,Activite,CDD,Occitanie,France,,5.0,Prive,BRL ingenierie ,250_4999,"Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique)",Ingenieur Hydraulique urbaine,"Autres Activites specialisees, scientifiques et techniques",27600.0,27600.0,NON,NON,NON,OUI,5.0,3.0,4.0,5.0,5.0
2023-01-18 17:44:43,1789078745284910.0,Homme,2021,Initiale,IG,Activite,CDI,,Etranger,Danemark,10.0,Prive,Copyright Agent A/S,20_49,Exploitation / maintenance informatique ,Software Engineer,"Activites juridiques, comptables, de gestion, d'architecture, d'ingenierie, de controle et d'analyses techniques",68000.0,68000.0,NON,NON,NON,OUI,5.0,4.0,4.0,5.0,4.0
2023-01-18 17:25:44,1799018550043420.0,Femme,2021,Apprentissage,EGC,Activite,CDI,Occitanie,France,,11.0,Prive,PRESENTS,50_249,"Maitrise d'etoelig,uvre ",Ingenieur etudes et travaux VRD,"Construction, BTP",33020.0,33020.0,NON,NON,NON,OUI,5.0,2.0,3.0,5.0,4.0
2023-01-18 16:57:05,1767188220767320.0,Homme,2020,Professionalisation,STE,Activite,CDI,Provence-Alpes-Cote d'Azur,France,,28.0,Prive,SETEC HYDRATEC,50_249,Etudes - Conseil et expertise (autre qu'informatique),INGENIEUR D'ETUDES,"Societes de conseil ou d'ingenieurie, bureaux d'etudes independants",35000.0,38000.0,OUI,OUI,NON,OUI,5.0,3.0,3.0,4.0,4.0
2023-01-18 16:46:56,1766828029067780.0,Homme,2022,Initiale,IG,Activite,CDI,Occitanie,France,,4.0,Prive,Koovea SAS,20_49,Developpeur web,Ingenieur developpeur web,Activites informatiques et services d'information (TIC services),33000.0,33000.0,NON,NON,NON,NON,5.0,3.0,4.0,5.0,4.0
2023-01-18 16:05:35,1783165214972650.0,Homme,2020,Initiale,MAT,These,,,,,,,,,,,,,,,,,,,,,,
